College_Name,Description,Logo
"Sri Ramachandra Medical College, Chennai","Sri Ramachandra Institute of Higher Education and Research (SRIHER), formerly Sri Ramachandra University and Sri Ramachandra Medical College and Research Institute, is a private institute located in Porur, Chennai, India. SRIHER consists of nine constituent colleges and faculties with more than 6,000 students.",https://www.getmyuniversity.com/images/university_images/logo-sri-ramachandra-medical-college-research-institute-chennai.jpg
"St Martin's Engineering College, Secunderabad","St. Martin's Engineering College (SMEC) (UGC AUTONOMOUS) is a private engineering college located in Secunderabad, Telangana, India.",https://1.bp.blogspot.com/-hUn_62o04_8/YGLQ95i21_I/AAAAAAAAOMs/D1sPxN6p4TA3eNzbrJcZn4qFkWfVrQzPgCLcBGAsYHQ/s231/images.jpg
"Symbiosis College of Arts and Commerce, Pune","The Symbiosis Society is a family of 64 educational institutions on 19 campuses in India hosting 34,000 students. It manages the Symbiosis International University (SIU), formerly Symbiosis International Education Centre.",https://www.wonderskool.com/uploads/1559029184_Symbiobis_college_of_Arts_Commerce_image.jpg
"Sree Lakshmi Narayana Institute of Medical Sciences, Pondicherry","India's medical schools are usually called medical colleges. Medical school quality is controlled by the central regulatory authority, the National Medical Commission, which inspects the institutes from time to time and recognizes institutes for specific courses.",http://www.schoolmykids.com/wp-content/uploads/2017/06/SRI-LAKSHMI-NARAYANA-INSTITUTE-OF-MEDICAL-SCIENCES-Puducherry.png
"Sona School of Management, Salem","Anna University in Tamil Nadu, India has many affiliated institutions. For the full list, see below: == Anna University's campuses or university colleges == === Headquarters === Anna University is headquartered in Chennai and has regional offices in Coimbatore, Tiruchirappalli, Madurai, and Tirunelveli.",https://cache.careers360.mobi/media/colleges/social-media/logo/Sona_School_of_Management_Salem.png
"Westin College of Hotel Management, Hyderabad","Anna University is a public state university located in Chennai, Tamil Nadu, India. The main campus is in Guindy.",http://www.westincolleges.com/images/logo-main.png
Symbiosis Institute of Digital and Telecom Management,"Manufacturing is the creation or production of goods with the help of equipment, labor, machines, tools, and chemical or biological processing or formulation. It is the essence of the secondary sector of the economy.",https://formfees.com/wp-content/uploads/Symbiosis-Institute-Of-Digital-And-Telecom-Management-SIDTM-Logo.png
"Wings Business School, Tirupati","This is a list of megaprojects in India. ""Megaprojects are temporary endeavours (i.e., projects) characterized by large investment commitment, vast complexity (especially in organisational terms), and long-lasting impact on the economy, the environment, and society"".",https://universitykart.b-cdn.net/Content/upload/admin/vud3yft4.hxz.jpeg
"SLN Medical College and Hospital, Koraput",Koraput is a town and a Municipality in Koraput district in the Indian state of Odisha. Koraput town is the district headquarter of Koraput district.,https://www.edufever.com/wp-content/uploads/2017/12/SLN-Medical-college.jpg
"Womens College, Agartala","Agartala (, Bengali: [agorot??la] , Kok Borok: [aguli]) is the capital and the largest city of the Indian state of Tripura, situated on the banks of Haora/Saidra River, about 2 kilometres (1.2 mi) east of the border with Bangladesh and about 2,499 km (1,552 mi) from the national capital, New Delhi. According to 2022 AMC data, Agartala is the second most populous city after Guwahati in Northeast India.",https://womenscollegeagartala.ac.in/sites/default/files/inline-images/womens-logo_0.jpg
"Sri Chakra Maritime College, Pondicherry",The Indian Navy is the maritime branch of the Indian Armed Forces. The President of India is the Supreme Commander of the Indian Navy.,http://srichakramaritimecollege.com/assets/images/sri-chakra-logo-dark.png
"St Wilfreds College for Girls, Jaipur",In Rajasthan there are 123 Legal education centers imparting legal education. All law colleges and legal education centres are affiliated with Dr.,https://image3.mouthshut.com/images/imagesp/925725108s.jpg
"Sri Ramakrishna Institute of Paramedical Science, College","The Sri Aurobindo Institute of Medical Sciences (SAIMS) is a private medical college located in Indore, Madhya Pradesh, India. The institute also features Mohak Hitech Speciality Hospital within the campus, the hospital performed youngest bariatric surgery in India.",https://www.campusoption.com/images/colleges/logos/17_07_17_060318_logo.jpg
Sri Ramakrishna Mission Vidyalaya College of Arts,"Ramakrishna Mission Vidyalaya, Coimbatore is a group of educational institutions with 19 wings offering courses from pre-school to doctoral levels. The Vidyalaya was established in 1930 in the suburbs of Coimbatore, India, and affiliated to Ramakrishna Mission in 1934.",https://www.facultyplus.com/wp-content/uploads/2021/02/Sri-Ramakrishna-Mission-Vidyalaya-College-of-Arts-and-Science.jpg
Symbiosis Law School Hyderabad,"Symbiosis Law School (SLS) is a law school with campuses located in Pune, Noida, Hyderabad, and Nagpur in India. The law school in Pune was established in 1977 under the banner of Symbiosis Society, under the patronage of S. B. Mujumdar, President and Founder Director.",https://lawbhoomi.com/law-college-search/wp-content/uploads/2022/10/SYMBIOSIS-LAW-SCHOOL-HYDERABAD.jpg
"Sophia College for Women, Mumbai",Sophia College (Autonomous) is an undergraduate women's college established in 1941 by Society of the Sacred Heart of Jesus. It is affiliated to the University of Mumbai.,https://mahabharti.in/wp-content/uploads/2022/10/SOPICA-CLG-LOGO.jpg
United School of Business Management,"A business school is a higher education institution or professional school that teaches courses leading to degrees in business administration or management. A business school may also be referred to as school of management, management school, school of business administration, college of business, or colloquially b-school or biz school.",https://usbm.ac.in/wp-content/uploads/2022/07/usbm.png
T John Institute of Management and Science,"Bangalore University, established in 1886, provides affiliation to over 500 colleges, with a total student enrolment exceeding 300,000. The university has two campuses within Bengaluru – Jnanabharathi and Central College.",http://college4u.in/wp-content/uploads/2019/04/tjm.png
"Sophia Polytechnic, Mumbai",Sophia College (Autonomous) is an undergraduate women's college established in 1941 by Society of the Sacred Heart of Jesus. It is affiliated to the University of Mumbai.,http://sophiapolytechnic.com/images/logo.png
Universal Group of Institutions,"The educational institutions of Chandigarh include several types of universities and colleges located in the Chandigarh union territory of India. == Universities == In Chandigarh there is one state university, one private university, one deemed and one public university.",https://media-exp1.licdn.com/dms/image/C510BAQGTLzoZ8quHAQ/company-logo_200_200/0?e=2159024400&v=beta&t=rsMUh9JrZaKcrUXnX5_neov4D8Kd8UjwDOVjPxpMXb0
T.D. Medical College,"Government T. D. Medical College, Alappuzha is a government medical college situated in the suburban area of Vandanam, nine kilometres (5.6 mi) south of the Alappuzha (previously Alleppey city), facing the NH 66, in Alappuzha district of Kerala State, South India. The initials T.D. stand for Thirumala Devaswom (Sanskrit: ""belonging to the Lord of Thirumala""), as the Medical College was started in 1963 under the patronage of the T.D. Temple at Anantha Narayana Puram of Alappuzha.The founder of T.D.Medical College is Sri.",https://www.justmbbs.com/img/college/kerala/t-d-medical-college-alleppey-(allappuzha)-logo.jpg
"University Business School, Panjab University","Panjab University (PU) is an Indian collegiate public state university located in Chandigarh. Funded through both State and Union governments, it is considered a state university.",https://www.nicepng.com/png/detail/389-3897836_ubs-logo-university-business-school-panjab-university.png
T.K.M. College of Arts and Science,"D.K.M. College for Women, is a women's general degree college located in Vellore, Tamil Nadu. It was established in the year 1972.",https://abped-college-dashboard.s3.us-east-2.amazonaws.com/tted/college-backend/college/dab15df8-6bc2-4aa2-a590-8ad9403ee07a.png
"T.N.B. College, Bhagalpur","T.N.B. College, Bhagalpur, also known as Tej Narayan Banaili College, established in 1883, is one of the oldest general degree colleges in Bhagalpur, Bihar. It is affiliated to Tilka Manjhi Bhagalpur University, and offers undergraduate and postgraduate courses in the science and arts.",http://tnbcollege.org/images/logo.png
"University College of Law, Karnatak University, Dharwad","Karnatak University (KUD) is a public state university in Dharwad, Karnataka, India. KUD was officially established in 1950 through the Karnatak University Act, 1949, passed by the legislature of the Bombay Province.",https://www.careerindia.com/college-logo/128x128/10/download (7)_1446112214.jpg
"T.N.B. Law College, Bhagalpur","T.N.B. College, Bhagalpur, also known as Tej Narayan Banaili College, established in 1883, is one of the oldest general degree colleges in Bhagalpur, Bihar. It is affiliated to Tilka Manjhi Bhagalpur University, and offers undergraduate and postgraduate courses in the science and arts.",https://tnblawcollegebgp.in/img/carousel-1.jpg
Tagore Art College,Abanindranath Tagore (Bengali: ???????????? ?????; 7 August 1871 – 5 December 1951) was an Indian painter who was the principal artist and creator of the Indian Society of Oriental Art in 1907. He was also the first major exponent of Swadeshi values in Indian art.,https://www.tcas.net.in/assets/images/TAC-Title.jpg
"University Institute of Engineering, Chandigarh University","Chandigarh University (CU) is a private university located in Gharuan village of Mohali, India. The university was established on 10 July 2012 by an act of Punjab State Legislature.",http://www.cuchd.in/about/images/chandigarh-university-seal.png
"Sri Sai College of Dental Surgery, Hyderabad","The Sri Sathya Sai Central Trust (SSSCT), is a registered public charitable trust founded in 1972 by Sri Sathya Sai Baba. Its humanitarian work includes drinking water projects, healthcare and education.",https://cdn.laimoon.com/content_1503302139-sscds logo png.png
